ID	Prod1	Prod2	Prod3	Prod4	Prod5	Prod6	Prod7	Prod8	Prod9	Prod10
8284	21	64	35	26	20	37	58	19	7	57
8285	71	55	33	29	4	87	20	2	1	7
8286	74	85	36	29	11	85	11	2	1	6
8287	75	92	35	28	6	83	14	3	0	16
8288	73	69	33	28	1	87	20	3	1	12
8289	74	87	34	26	15	89	16	4	0	4
8290	22	69	31	29	13	32	63	18	3	57
8291	72	67	34	28	6	86	12	3	2	20
8292	21	62	35	27	6	39	61	13	6	47
8293	72	55	35	29	2	81	11	2	2	16
8294	71	59	36	27	3	87	12	5	2	11
8295	73	90	35	29	11	85	11	3	2	2
8296	72	100	36	28	20	83	12	2	2	9
8297	73	96	35	27	17	89	16	3	1	12
8298	74	64	33	26	6	86	17	1	1	20
8299	74	99	35	26	1	88	13	1	1	20
8300	72	51	32	29	10	85	16	4	1	16
8301	71	52	34	29	11	89	15	5	0	20
8302	74	56	37	27	8	88	14	2	2	20
8303	71	65	32	27	2	81	20	5	2	1
8304	2	94	37	28	1	1	15	24	56	29
8305	75	64	32	29	1	84	15	2	0	18
8306	75	93	31	30	15	83	18	4	2	17
8307	75	92	34	30	17	81	18	5	2	13
8308	1	83	33	26	6	0	8	21	51	14
8309	21	64	34	29	16	39	51	15	8	59
8310	21	63	35	29	8	31	52	9	3	50
8311	73	81	35	27	14	87	17	4	0	10
8312	21	82	31	27	14	36	58	13	5	55
8313	74	77	35	26	11	84	20	4	1	2
8314	72	83	37	27	15	85	14	5	0	13
8315	71	56	33	29	8	81	19	4	1	17
8316	71	93	32	27	18	85	20	4	0	4
8317	0	96	36	26	16	2	11	47	39	29
8318	75	74	34	30	11	87	16	1	2	19
8319	23	78	32	29	7	31	57	14	7	51
8320	75	66	33	27	2	81	17	4	0	3
8321	21	98	35	29	13	33	56	8	6	47
8322	71	95	32	26	9	90	13	2	1	10
8323	74	95	34	28	5	84	20	3	0	11
8324	23	82	33	29	3	35	64	7	6	50
8325	73	59	36	30	12	81	13	2	0	15
8326	71	67	37	28	5	83	14	3	1	18
8327	23	71	31	27	9	37	62	19	10	58
8328	21	52	31	29	14	37	51	10	8	51
8329	74	85	36	26	17	86	16	1	2	19
8330	75	90	37	30	5	85	18	2	2	2
8331	23	71	34	29	16	34	55	14	1	58
8332	73	61	33	26	3	89	11	1	0	1
8333	22	59	36	26	19	38	59	10	7	58
8334	22	54	35	28	4	40	65	18	7	59
8335	71	92	35	27	2	83	14	5	0	6
8336	75	60	36	29	20	88	16	1	2	10
8337	22	68	33	27	7	36	59	8	9	46
8338	0	67	31	29	10	5	1	45	37	9
8339	21	55	34	26	13	39	62	17	4	59
8340	75	83	37	28	18	84	12	2	0	8
8341	75	56	31	26	18	86	15	4	0	1
8342	75	57	37	29	14	90	11	3	2	19
8343	72	63	35	29	7	87	20	2	1	16
8344	75	72	33	30	11	84	17	5	0	17
8345	75	99	35	28	8	86	17	3	1	9
8346	21	91	36	27	19	39	65	16	3	53
8347	22	74	36	26	16	32	54	13	1	46
8348	72	63	32	26	20	86	15	4	0	19
8349	21	83	36	26	19	39	63	15	1	49
8350	73	99	33	28	20	81	13	2	2	11
8351	23	64	37	30	7	35	51	10	10	52
8352	21	87	35	28	17	31	63	16	1	58
8353	73	94	37	27	11	85	18	4	0	2
8354	71	61	36	28	7	82	14	2	1	20
8355	72	98	35	29	17	84	13	5	2	18
8356	22	89	36	29	13	40	58	16	1	58
8357	23	53	36	28	17	31	60	9	6	50
8358	74	64	33	28	5	88	15	4	2	16
8359	71	93	33	27	13	85	14	5	2	2
8360	71	94	37	27	10	82	12	1	2	12
8361	73	75	31	26	9	84	16	2	0	1
8362	71	70	33	28	18	82	15	1	0	12
8363	74	94	31	30	8	85	14	2	0	15
8364	21	55	35	29	11	31	55	16	9	47
8365	74	51	32	28	14	81	12	2	0	17
8366	71	69	33	29	20	90	17	1	2	13
8367	74	63	32	28	20	89	14	5	1	2
8368	21	100	36	28	3	36	53	7	1	56
8369	71	100	31	30	12	89	16	2	0	14
8370	75	83	36	30	9	90	16	5	2	14
8371	22	76	34	30	12	33	59	15	3	60
8372	23	51	37	29	13	32	52	16	3	47
8373	74	70	35	29	16	89	19	5	0	12
8374	73	100	35	30	4	85	18	5	0	3
8375	73	61	36	27	3	87	14	5	1	18
8376	23	58	36	29	16	34	53	8	9	53
8377	21	75	34	29	16	35	53	18	1	54
8378	71	65	33	27	6	90	17	2	2	10
8379	75	90	32	28	6	88	13	4	0	3
8380	72	98	34	27	19	85	12	3	1	13
8381	23	84	33	26	16	33	60	11	6	58
8382	72	53	32	30	13	85	18	3	2	9
8383	73	84	31	27	1	85	16	5	2	10
8384	75	84	33	27	20	88	11	4	1	13
8385	22	79	34	27	8	39	61	11	9	49
8386	73	96	36	29	5	87	20	1	1	9
8387	73	55	35	30	2	84	14	2	1	17
8388	71	98	33	30	4	84	18	5	2	1
8389	74	97	37	26	16	84	19	3	0	6
8390	0	86	34	27	16	1	4	30	51	2
8391	72	100	37	29	18	81	12	1	1	20
8392	0	97	34	26	16	3	8	30	34	5
8393	71	77	36	26	12	86	17	5	1	6
8394	1	57	36	28	9	3	1	33	43	22
8395	72	68	32	26	14	87	14	2	2	12
8396	75	97	31	29	17	90	20	3	2	8
8397	22	87	32	29	12	40	59	15	7	51
8398	72	80	31	29	16	83	16	4	0	15
8399	2	96	34	26	5	0	11	48	31	27
8400	73	63	33	30	2	84	17	2	1	10
8401	21	93	34	28	15	31	52	10	9	60
8402	73	76	37	26	3	87	11	2	1	8
8403	0	97	37	28	15	1	3	25	38	30
8404	23	98	32	28	11	34	64	13	3	55
8405	21	96	33	27	7	38	65	15	1	59
8406	71	67	36	26	16	89	17	4	0	3
8407	73	64	31	29	19	84	19	4	1	12
8408	75	58	31	27	2	81	17	3	0	10
8409	75	96	33	30	11	84	14	4	1	4
8410	74	70	34	29	7	85	17	3	2	9
8411	23	52	31	30	2	39	54	12	3	60
8412	2	80	34	26	20	3	11	28	57	1
8413	74	80	33	28	5	87	19	4	0	3
8414	74	82	35	26	1	87	16	1	0	12
8415	75	83	31	28	1	90	18	2	2	7
8416	72	72	37	29	2	84	11	1	2	1
8417	74	90	37	28	17	88	12	3	2	11
8418	75	81	35	27	1	88	19	5	0	10
8419	21	99	37	26	6	38	51	10	10	47
8420	2	63	37	26	1	4	10	47	36	15
8421	72	80	32	29	8	86	20	4	0	3
8422	74	66	31	28	15	88	19	5	2	6
8423	2	77	32	26	19	4	7	41	50	2
8424	74	96	35	27	14	90	14	1	1	20
8425	21	71	37	29	16	39	59	16	1	55
8426	2	54	32	26	13	3	15	34	37	2
8427	74	54	33	29	11	83	11	2	1	13
8428	1	53	33	27	14	3	10	28	55	25
8429	74	53	33	27	6	87	19	2	1	3
8430	73	57	34	30	18	83	19	3	2	17
8431	2	75	36	29	8	4	6	44	39	10
8432	75	66	37	29	1	90	18	5	1	1
8433	22	92	31	28	13	35	65	15	6	51
8434	73	67	33	26	8	90	11	1	2	16
8435	74	93	35	26	4	88	17	5	2	1
8436	21	98	35	30	8	35	51	6	9	50
8437	23	73	37	29	12	39	58	8	10	49
8438	74	85	36	28	2	81	15	3	0	13
8439	23	74	37	29	11	39	61	14	5	47
8440	71	55	36	27	8	84	13	3	2	7
8441	71	90	34	30	20	82	17	3	1	12
8442	74	81	33	29	16	89	18	4	0	7
8443	22	65	32	30	11	37	55	15	2	58
8444	71	57	34	26	3	89	12	2	0	8
8445	75	56	37	30	10	88	18	1	0	16
8446	72	78	32	30	8	85	17	5	2	3
8447	72	71	35	27	13	84	11	4	0	13
8448	22	84	35	30	17	34	55	17	2	50
8449	21	52	34	30	3	38	57	7	9	48
8450	72	53	35	30	1	87	20	1	2	11
8451	0	91	33	30	12	2	1	32	35	8
8452	23	92	33	30	8	35	56	19	7	59
8453	73	51	33	26	11	82	17	1	0	17
8454	73	72	31	27	6	90	12	2	1	1
8455	0	59	34	28	5	4	1	40	31	27
8456	72	82	35	28	8	85	18	4	2	19
8457	23	72	33	26	6	38	60	20	10	49
8458	75	67	35	26	19	90	17	3	2	8
8459	23	58	36	29	14	38	64	15	9	57
8460	22	51	34	29	12	38	57	6	5	60
8461	21	84	31	28	16	36	56	17	9	50
8462	2	51	33	26	4	3	8	45	50	22
8463	71	60	33	28	12	85	14	1	2	5
8464	73	67	31	29	4	89	19	4	2	3
8465	21	74	37	26	16	33	53	8	10	50
8466	74	100	34	29	19	87	17	5	2	19
8467	74	69	35	30	17	90	11	5	2	3
8468	74	51	32	29	18	83	18	5	1	12
8469	73	82	31	28	19	84	13	4	0	11
8470	72	82	31	29	16	82	19	1	1	4
8471	0	100	31	26	13	1	6	48	42	17
8472	74	99	32	26	20	85	18	4	2	15
8473	74	66	37	28	1	83	13	5	2	20
8474	23	62	35	28	18	34	57	20	4	60
8475	74	54	36	28	7	85	20	3	0	10
8476	23	69	35	27	19	38	51	19	9	50
8477	71	76	36	26	10	87	16	2	1	3
8478	72	78	34	26	4	82	12	4	2	18
8479	22	95	34	30	9	35	62	14	2	46
8480	72	54	31	29	11	89	11	2	2	6
8481	71	72	31	26	13	88	11	2	0	2
8482	2	61	35	28	15	0	6	29	54	29
8483	72	73	36	30	11	81	15	3	1	12
8484	74	79	34	26	5	84	14	2	2	16
8485	75	78	37	29	19	84	17	4	2	3
8486	72	95	31	30	13	86	14	1	2	7
8487	22	95	33	28	19	35	53	19	1	57
8488	74	72	35	27	4	84	20	4	2	8
8489	71	69	34	27	19	84	11	3	0	15
8490	75	53	36	28	1	84	11	1	0	16
8491	0	81	34	29	12	2	5	46	34	8
8492	71	52	34	27	10	81	12	1	1	15
8493	71	97	34	26	18	87	13	4	2	18
8494	71	73	31	26	15	84	12	5	1	4
8495	75	52	36	30	12	83	18	1	0	20
8496	73	99	34	29	9	89	13	1	0	16
8497	73	91	37	27	1	83	17	3	1	4
8498	23	53	31	29	17	32	56	18	6	60
8499	72	67	34	30	3	87	13	5	0	2
8500	1	88	35	29	20	5	13	39	45	10
8501	72	60	35	26	14	84	12	4	1	14
8502	71	65	33	27	16	88	19	1	2	11
8503	71	56	34	28	15	88	11	3	0	5
8504	22	71	31	26	20	35	56	8	2	56
8505	23	62	35	29	1	40	54	18	1	57
8506	23	67	34	30	13	34	61	10	10	46
8507	75	99	31	29	16	86	18	3	0	11
8508	71	99	37	28	6	89	19	5	2	6
8509	74	59	35	30	10	82	19	5	0	7
8510	22	66	31	28	18	40	61	14	6	48
8511	75	77	36	27	10	81	11	5	2	15
8512	1	83	35	26	16	2	7	31	60	18
8513	73	67	35	30	3	85	14	3	1	14
8514	0	61	35	29	19	4	15	45	59	26
8515	23	98	36	27	11	33	62	9	7	56
8516	23	68	37	26	12	36	61	6	4	52
8517	71	62	31	26	6	87	16	3	1	8
8518	73	100	35	26	5	90	13	2	1	15
8519	75	70	35	30	16	84	19	2	0	11
8520	74	67	37	26	18	86	15	2	0	2
8521	21	98	33	28	17	37	51	13	7	49
8522	73	78	31	26	17	90	19	2	1	7
8523	72	64	31	29	7	90	15	5	1	4
8524	2	80	37	29	12	3	15	50	41	5
8525	75	84	31	29	3	89	15	2	2	19
8526	22	88	37	27	10	36	60	14	4	53
8527	74	76	31	29	11	88	19	5	0	4
8528	71	97	36	29	9	88	12	5	1	19
8529	0	56	34	30	6	5	4	23	55	6
8530	75	69	35	30	15	85	18	4	1	17
8531	75	88	35	29	14	86	15	3	2	7
8532	21	55	33	30	3	36	62	11	1	60
8533	23	92	35	28	16	34	62	9	2	51
8534	21	100	31	29	14	31	60	12	10	47
8535	23	55	35	29	2	36	52	19	4	46
8536	75	100	37	28	9	88	15	5	2	6
8537	22	86	35	30	5	37	60	19	2	53
8538	22	73	35	30	9	37	52	6	7	55
8539	75	99	35	28	16	84	13	2	0	16
8540	71	73	35	30	12	83	13	5	2	5
8541	74	96	36	28	15	90	16	3	1	5
8542	72	94	33	28	9	89	15	1	2	2
8543	22	64	35	27	11	33	51	7	1	54
8544	75	61	36	29	15	89	20	3	0	13
8545	23	53	33	26	7	34	65	19	2	52
8546	73	82	34	30	3	82	11	5	1	20
8547	22	72	37	29	15	36	59	9	1	59
8548	72	67	34	30	13	88	12	1	1	15
8549	22	65	35	29	2	35	63	6	10	58
8550	73	100	33	26	4	84	17	2	1	4
8551	2	62	32	27	20	0	14	33	54	24
8552	75	74	35	30	14	85	17	4	0	14
8553	1	65	32	30	7	3	3	42	47	24
8554	72	99	35	27	14	85	18	3	1	9
8555	73	69	34	26	8	90	16	2	0	1
8556	0	53	36	26	18	1	7	43	60	16
8557	21	55	35	28	10	38	59	12	10	55
8558	75	94	32	27	12	84	16	2	1	10
8559	75	58	33	29	6	82	11	1	1	18
8560	73	79	33	28	13	84	17	2	1	20
8561	72	62	32	26	19	84	14	4	2	15
8562	72	73	32	30	4	87	14	5	1	9
8563	71	55	35	30	16	86	15	1	2	6
8564	73	51	35	28	5	86	16	4	0	16
8565	22	99	34	29	11	33	59	10	3	53
8566	71	98	32	30	19	83	16	1	0	4
8567	21	52	36	27	5	33	59	15	1	52
8568	74	58	34	27	11	82	13	1	0	18
8569	23	73	33	30	5	34	52	9	6	57
8570	23	70	32	29	9	31	55	15	1	53
8571	74	58	34	30	8	82	18	1	2	18
8572	75	80	33	26	5	86	17	2	2	5
8573	22	87	32	27	19	35	64	11	7	48
8574	75	73	37	29	15	86	19	5	1	20
8575	71	79	34	27	9	87	20	3	0	11
8576	22	70	37	27	3	34	65	7	7	56
8577	23	98	36	26	20	32	61	12	10	50
8578	0	76	31	29	17	3	6	30	57	22
8579	23	80	31	29	17	35	58	13	8	51
8580	73	69	31	30	3	85	14	5	0	17
8581	72	92	32	29	9	89	15	5	1	11
8582	2	55	33	27	4	5	13	32	39	17
8583	72	100	32	30	18	87	18	1	0	2
8584	75	74	34	29	4	83	17	2	0	10
8585	2	71	37	26	16	0	2	35	60	15
8586	2	61	33	28	4	2	1	27	33	14
8587	22	87	31	27	11	34	60	12	10	52
8588	23	75	37	29	9	35	63	20	4	51
8589	23	100	33	26	10	31	63	12	9	60
8590	21	76	33	26	14	33	60	18	5	56
8591	75	65	36	27	6	84	11	5	0	1
8592	75	80	35	30	19	83	14	5	2	18
8593	74	78	35	29	13	83	17	5	1	9
8594	22	90	36	27	11	37	56	19	7	60
8595	1	82	36	28	12	2	9	26	60	27
8596	1	59	36	30	18	1	1	30	36	22
8597	71	57	32	26	8	87	13	4	0	4
8598	72	88	37	30	11	85	12	5	0	20
8599	74	73	34	30	2	81	13	4	2	6
8600	74	93	32	29	7	87	18	4	0	11
8601	73	85	35	29	1	90	18	5	0	9
8602	72	72	32	30	12	88	13	3	0	10
8603	74	61	37	29	18	87	19	4	1	14
8604	21	66	35	29	15	31	60	10	4	59
8605	73	89	34	27	12	87	17	4	1	2
8606	22	52	36	28	4	32	63	12	3	58
8607	73	68	37	29	15	83	12	5	1	18
8608	72	98	34	26	2	89	18	1	1	17
8609	72	64	31	30	10	90	13	3	2	19
8610	71	55	36	29	20	90	15	1	2	17
8611	75	62	37	26	19	88	11	2	2	1
8612	21	61	32	28	19	37	59	11	3	59
8613	72	73	33	30	16	87	11	1	1	13
8614	73	89	37	26	18	83	20	1	0	10
8615	21	86	35	26	6	32	63	14	7	54
8616	22	88	31	26	19	32	51	7	9	51
8617	72	84	35	26	1	86	18	1	0	16
8618	23	90	36	27	12	31	59	19	10	50
8619	74	71	31	28	17	87	18	1	1	13
8620	73	91	36	29	4	85	11	3	0	18
8621	71	53	37	26	6	84	16	1	1	11
8622	2	98	36	28	1	5	1	41	38	4
8623	21	55	35	28	2	36	55	13	1	53
8624	71	59	35	29	8	81	18	2	2	16
8625	23	65	36	30	5	31	55	20	7	55
8626	71	98	32	27	10	87	13	5	0	16
8627	74	83	34	28	4	88	13	1	1	14
8628	1	64	37	29	19	3	14	41	55	11
8629	72	95	33	26	13	88	12	1	1	2
8630	21	62	34	27	2	31	55	10	3	49
8631	22	77	34	28	11	38	51	6	2	47
8632	75	58	32	28	8	89	13	1	2	15
8633	21	55	31	26	13	31	57	6	5	47
8634	74	95	35	27	12	81	20	3	2	18
8635	75	57	35	28	17	82	16	1	1	8
8636	22	78	33	27	7	36	59	9	10	55
8637	74	93	35	27	12	81	17	2	0	4
8638	73	96	36	27	10	88	17	2	1	15
8639	72	95	31	26	6	81	20	3	0	17
8640	71	75	33	28	17	90	14	1	2	6
8641	22	87	34	26	11	40	57	12	2	51
8642	73	79	36	29	2	89	14	1	1	6
8643	74	80	33	26	15	82	16	1	1	1
8644	22	77	37	29	11	35	58	18	3	57
8645	74	71	34	26	16	87	17	2	1	1
8646	71	62	36	26	7	89	19	4	2	3
8647	73	73	37	28	9	90	11	5	0	14
8648	23	83	37	30	20	31	55	18	5	47
8649	74	75	31	29	13	81	12	3	1	9
8650	22	61	31	26	1	32	54	13	6	52
8651	75	71	37	30	8	83	13	3	1	1
8652	72	54	37	26	5	86	19	2	2	12
8653	22	76	31	28	16	38	65	15	4	53
8654	72	96	33	28	16	89	14	4	1	20
8655	23	80	36	28	16	32	55	13	8	57
8656	23	75	31	27	12	38	54	9	10	46
8657	21	90	33	27	13	40	64	9	6	48
8658	75	79	37	28	1	81	13	2	2	2
8659	21	76	33	28	18	35	64	8	6	47
8660	22	78	34	27	1	32	60	7	2	60
8661	21	70	35	30	12	33	58	10	3	59
8662	72	81	35	30	18	87	20	4	1	16
8663	75	71	34	30	2	85	13	3	1	8
8664	72	97	34	27	6	89	19	2	0	2
8665	71	96	35	27	17	82	13	2	0	10
8666	73	91	37	29	7	86	12	5	1	16
8667	71	71	31	27	15	84	18	1	2	7
8668	23	73	32	28	7	36	61	16	6	46
8669	2	64	32	28	4	2	8	26	53	26
8670	71	56	34	29	18	89	11	3	0	18
8671	71	91	37	26	10	84	20	1	0	20
8672	1	87	37	27	4	0	5	25	38	7
8673	0	71	37	30	20	3	11	45	37	25
8674	72	86	33	26	8	87	16	2	0	20
8675	73	70	34	29	3	88	18	5	2	11
8676	22	76	32	30	11	39	61	19	2	52
8677	73	56	34	26	6	83	20	3	1	19
8678	72	64	31	29	15	81	17	2	0	13
8679	73	62	33	26	5	89	12	4	1	18
8680	23	91	35	28	5	35	52	19	9	50
8681	73	100	31	30	2	88	20	1	2	9
8682	73	51	35	28	15	86	11	5	2	1
8683	75	73	32	29	10	87	19	2	1	11
8684	74	99	37	27	19	84	12	3	1	5
8685	75	79	35	26	4	83	20	1	2	8
8686	75	74	35	28	10	81	16	5	0	4
8687	2	93	35	28	13	3	14	21	46	20
8688	74	60	35	26	15	87	19	2	1	18
8689	74	97	31	27	9	83	11	5	1	1
8690	73	67	36	26	7	89	13	2	0	20
8691	74	89	36	29	4	88	12	4	0	11
8692	22	69	37	28	7	36	63	14	8	47
8693	72	82	32	26	7	85	17	5	1	10
8694	73	65	35	29	17	90	20	2	0	14
8695	21	86	34	30	2	39	55	20	9	56
8696	21	77	37	26	15	33	53	12	10	49
8697	74	88	35	30	8	89	14	1	2	2
8698	0	100	34	30	7	2	3	22	51	8
8699	71	68	32	28	19	89	14	2	0	8
8700	1	96	31	29	11	2	3	41	38	10
8701	75	64	34	27	16	88	13	2	2	13
8702	2	66	33	27	6	3	15	47	33	5
8703	22	57	35	27	20	36	65	16	9	51
8704	22	65	33	26	9	39	63	19	8	60
8705	74	71	35	26	9	87	13	1	0	2
8706	71	92	31	27	9	82	17	5	2	9
8707	75	72	33	27	4	89	20	3	1	1
8708	22	81	31	27	16	33	56	17	1	59
8709	74	91	37	30	3	82	18	1	2	8
8710	75	70	37	28	6	90	16	1	1	7
8711	72	91	37	27	4	85	17	4	1	10
8712	23	91	34	28	17	34	63	12	1	48
8713	73	78	36	28	10	88	13	5	2	5
8714	73	54	34	28	7	89	18	1	1	8
8715	21	54	34	28	20	36	65	11	4	58
8716	71	92	37	28	6	84	12	5	0	4
8717	75	54	31	29	12	82	13	4	1	5
8718	71	66	36	30	14	90	11	5	1	6
8719	2	52	32	28	5	0	5	33	51	10
8720	22	54	32	27	9	37	60	9	6	54
8721	74	65	32	26	9	83	11	1	0	12
8722	75	99	35	26	19	87	15	1	1	20
8723	75	72	34	30	14	87	15	2	2	12
8724	74	70	33	26	1	86	20	2	1	5
8725	72	62	33	30	13	85	17	3	0	11
8726	23	58	36	27	15	31	65	10	2	54
8727	21	67	36	28	3	35	56	17	7	53
8728	23	89	35	28	3	38	64	20	2	60
8729	21	86	37	29	15	36	60	6	4	51
8730	23	73	34	30	12	31	63	9	4	47
8731	75	62	31	27	12	82	17	2	2	9
8732	72	87	31	28	20	82	17	1	2	9
8733	73	97	33	30	18	81	17	5	1	7
8734	74	68	32	27	13	86	18	1	0	13
8735	71	80	32	26	6	81	17	3	0	17
8736	71	56	33	27	3	90	15	1	0	2
8737	73	72	32	26	10	90	15	5	0	4
8738	74	53	36	29	1	84	17	3	0	1
8739	72	63	36	28	2	86	12	1	2	16
8740	71	63	36	29	19	87	15	1	2	15
8741	74	96	36	26	18	85	16	3	2	5
8742	72	67	31	28	15	83	17	3	0	17
8743	73	75	31	30	11	86	11	1	2	16
8744	74	80	35	26	18	89	18	4	2	20
8745	72	54	32	30	12	83	20	3	2	7
8746	71	79	36	29	11	87	20	4	2	10
8747	74	99	31	28	10	90	12	4	2	8
8748	75	83	36	28	11	85	15	2	0	4
8749	23	52	32	26	15	34	63	13	8	55
8750	73	54	32	29	3	81	14	1	1	8
8751	72	62	35	29	19	87	17	3	1	9
8752	75	80	33	29	3	87	11	5	0	2
8753	2	92	33	29	4	0	6	45	58	1
8754	74	94	31	27	11	82	13	5	0	15
8755	21	68	35	29	5	37	51	7	4	46
8756	75	97	33	26	15	81	15	3	2	4
8757	71	69	33	26	8	90	20	4	1	13
8758	23	88	32	29	9	37	54	7	3	60
8759	72	74	32	26	7	84	15	4	1	17
8760	21	57	31	26	2	33	58	15	3	56
8761	73	54	32	26	12	89	20	4	1	11
8762	2	58	33	29	2	4	4	32	43	23
8763	21	68	32	28	15	37	51	6	2	59
8764	73	70	33	30	4	86	17	5	0	5
8765	21	87	36	28	14	34	56	18	4	51
8766	75	66	36	26	20	85	20	1	2	6
8767	23	66	34	26	11	40	61	9	9	60
8768	22	51	34	28	19	36	57	15	2	56
8769	23	99	32	28	10	36	64	20	5	60
8770	22	54	36	26	14	31	57	20	1	57
8771	72	63	35	27	16	84	13	1	2	2
8772	23	81	32	28	13	40	62	16	9	49
8773	75	98	35	28	17	82	16	5	2	10
8774	71	58	34	28	18	87	18	1	1	15
8775	75	67	31	30	9	88	12	5	2	20
8776	73	72	32	27	18	81	18	1	1	11
8777	1	97	34	26	19	2	11	43	35	7
8778	23	95	33	29	14	31	62	7	3	49
8779	72	77	33	30	15	85	19	5	0	11
8780	22	65	33	29	8	35	56	8	8	56
8781	75	89	34	30	14	86	13	4	0	13
8782	71	82	32	29	8	81	20	3	0	14
8783	74	61	35	29	15	90	16	2	1	14
8784	21	68	31	30	16	38	61	8	8	55
8785	21	70	33	29	4	36	63	15	4	54
8786	21	71	36	28	18	39	60	20	7	57
8787	72	65	35	30	5	86	11	3	2	6
8788	23	59	36	26	7	39	62	12	7	50
8789	73	66	35	27	8	83	12	1	1	7
8790	2	92	37	27	19	4	14	33	53	8
8791	1	70	34	28	16	0	5	43	38	6
8792	73	57	37	28	20	81	19	3	1	10
8793	74	59	33	26	5	82	19	5	1	9
8794	72	74	34	29	16	87	15	1	2	1
8795	72	77	34	30	17	90	14	1	2	18
8796	21	78	32	29	20	39	54	9	3	48
8797	74	87	31	27	8	90	18	5	1	1
8798	72	59	37	29	2	82	11	5	2	17
8799	75	64	35	26	18	81	20	4	2	14
8800	23	60	37	26	12	31	52	10	5	55
8801	2	77	36	29	16	1	15	23	54	7
8802	72	90	37	28	8	87	12	4	2	20
8803	75	93	31	26	5	84	16	4	0	11
8804	75	66	33	27	7	90	15	4	2	14
8805	71	68	36	28	3	86	11	3	0	4
8806	2	59	31	29	12	0	11	30	40	19
8807	74	71	35	26	15	82	16	2	1	3
8808	23	99	35	26	16	40	64	20	5	49
8809	21	71	33	29	11	34	55	17	6	56
8810	23	53	36	30	20	35	51	15	5	47
8811	0	72	32	30	7	3	3	22	31	6
8812	73	58	33	27	20	83	14	1	1	9
8813	2	86	37	26	6	0	1	41	57	3
8814	71	58	37	27	3	83	14	2	2	9
8815	73	88	36	30	8	84	16	3	1	20
8816	75	54	34	28	1	86	13	3	1	13
8817	2	91	34	29	14	3	7	41	36	30
8818	72	86	35	30	5	86	15	2	1	8
8819	74	99	36	28	5	89	11	5	1	9
8820	71	58	35	30	3	81	20	1	1	13
8821	73	63	33	27	20	89	14	5	1	5
8822	75	68	37	26	15	87	20	4	0	18
8823	73	56	37	26	16	88	20	1	0	1
8824	72	61	36	30	18	88	17	4	2	5
8825	72	69	31	28	7	84	19	4	2	5
8826	21	72	36	29	15	37	51	15	6	50
8827	75	58	32	27	16	83	20	2	2	9
8828	71	86	36	28	15	81	17	5	1	19
8829	74	95	31	27	5	82	15	4	0	20
8830	71	64	33	28	8	85	18	5	0	4
8831	0	72	31	26	1	2	2	21	49	27
8832	74	58	34	26	12	82	18	2	0	13
8833	1	96	33	28	18	4	4	28	47	29
8834	74	98	32	29	8	85	14	3	1	8
8835	72	91	36	26	20	84	17	3	1	6
8836	23	87	34	30	8	35	53	20	3	52
8837	21	77	37	30	2	32	56	20	9	59
8838	71	64	36	28	4	86	20	5	0	9
8839	21	83	33	27	7	33	59	12	3	54
8840	74	52	35	28	12	81	17	1	0	7
8841	75	88	33	28	13	89	13	3	2	12
8842	75	85	35	29	10	86	16	4	2	5
8843	73	68	31	26	15	87	12	5	2	17
8844	22	73	31	29	8	39	54	16	3	49
8845	72	57	31	30	15	84	13	3	0	6
8846	23	62	36	29	10	37	52	11	3	47
8847	73	99	36	26	20	81	18	1	0	14
8848	72	72	31	28	12	84	17	4	0	1
8849	72	76	35	26	8	90	12	5	1	2
8850	73	76	31	29	9	84	15	5	0	18
8851	75	83	32	30	16	86	16	5	2	15
8852	1	85	36	30	20	5	10	50	49	22
8853	71	89	34	29	20	81	14	2	2	8
8854	74	77	33	27	5	89	16	2	2	1
8855	22	80	33	26	13	34	59	11	10	52
8856	75	78	37	27	10	83	14	4	2	13
8857	74	78	35	28	15	89	13	4	2	7
8858	74	56	31	27	6	89	20	5	0	2
8859	0	71	37	30	4	1	13	34	52	3
8860	73	60	31	30	8	89	18	4	1	14
8861	75	79	33	29	13	85	13	1	1	14
8862	21	91	31	29	17	35	62	12	8	47
8863	74	81	32	27	4	81	18	5	1	19
8864	73	99	31	28	20	85	18	1	0	1
8865	73	64	32	30	7	84	13	4	1	18
8866	75	94	34	29	5	89	20	3	0	13
8867	23	99	32	28	18	38	61	12	3	53
8868	21	96	37	28	9	38	58	11	6	47
8869	23	89	37	28	7	38	54	12	10	52
8870	72	75	35	26	5	86	12	1	1	3
8871	72	79	37	27	1	85	17	1	1	11
8872	74	68	31	30	17	86	11	3	1	7
8873	23	95	37	30	8	38	60	18	5	58
8874	74	71	37	30	11	81	13	5	2	4
8875	71	100	32	29	1	86	13	4	2	6
8876	72	79	32	28	11	87	15	4	1	15
8877	73	58	31	27	13	85	12	4	1	6
8878	73	57	31	29	20	90	14	3	2	17
8879	75	67	32	28	20	85	17	5	1	10
8880	71	62	37	29	18	90	17	2	0	18
8881	22	76	35	30	13	35	63	18	7	52
8882	21	91	33	29	2	32	60	16	2	60
8883	73	80	33	26	6	87	19	3	1	8
8884	22	92	32	29	4	39	65	8	6	54
8885	74	82	35	29	10	84	20	2	0	10
8886	73	76	32	27	18	89	19	5	1	12
8887	74	82	37	26	16	87	19	3	0	20
8888	22	94	33	27	6	34	61	9	10	55
8889	22	93	34	28	15	36	57	13	3	55
